index,Год,Неделя,A(H1N1)pdm09_15 и ст.,A(H3N2)_15 и ст.,B_15 и ст.,Население 15 и ст.,A(H1N1)pdm09_15 и ст._rel,A(H3N2)_15 и ст._rel,B_15 и ст._rel,A(H1N1)pdm09_0-14,A(H1N1)pdm09_0-14_rel,Население 0-14,A(H3N2)_0-14,A(H3N2)_0-14_rel,B_0-14,B_0-14_rel
523,2020.0,3.0,1828.0,689.0,4295.0,4578669.0,0.3992426620050499,0.1504804125391025,0.9380455324462196,2094.0,8.31674547121569,805221.0,789.0,3.1332842377655745,4918.0,19.5350771830178
524,2020.0,4.0,2001.0,445.0,2950.0,4578669.0,0.4370265682013703,0.0971898165165466,0.6442920420759832,2489.0,9.63383409393799,805221.0,553.0,2.1397948404408003,3667.0,14.193726691253092
525,2020.0,5.0,3873.0,590.0,2482.0,4578669.0,0.8458790098170451,0.1288584084151966,0.5420789316720646,5285.0,20.14892172872124,805221.0,805.0,3.0693670966287425,3388.0,12.916971478123516
526,2020.0,6.0,3927.0,631.0,3441.0,4578669.0,0.8576728302482665,0.1378129757796425,0.751528446367274,6211.0,23.254926174244385,805221.0,1001.0,3.747947002548302,5445.0,20.38657789948353
527,2020.0,7.0,4775.0,880.0,3637.0,4578669.0,1.0428794918348545,0.1921955922124966,0.7943356464509664,7604.0,28.36159909725614,805221.0,1402.0,5.228549839110341,5793.0,21.60660903491376
528,2020.0,8.0,3602.0,725.0,3602.0,4578669.0,0.7866915035788785,0.1583429594932501,0.7866915035788785,5466.0,20.370233877890588,805221.0,1100.0,4.098762273610577,5466.0,20.370233877890588
529,2020.0,9.0,3206.0,713.0,3043.0,4578669.0,0.700203487083255,0.1557221105085342,0.6646036217075312,5288.0,19.897284581578425,805221.0,1175.0,4.420701708028946,5019.0,18.88449294079554
530,2020.0,10.0,3145.0,1018.0,3261.0,4578669.0,0.686880838077616,0.2223353555367291,0.7122157115965361,4738.0,17.77925166910152,805221.0,1534.0,5.756475658520532,4913.0,18.43536889910476
531,2020.0,11.0,2035.0,570.0,2503.0,4578669.0,0.4444523069913986,0.1244903267740035,0.5466654173953173,3157.0,11.875717219454298,805221.0,884.0,3.324922594791903,3882.0,14.60220164020724
532,2020.0,12.0,2530.0,656.0,2249.0,4578669.0,0.5525623276109279,0.1432730778311338,0.4911907805521648,3281.0,12.367387881896736,805221.0,850.0,3.205028024274254,2915.0,10.987586860611842
533,2020.0,13.0,1356.0,648.0,1519.0,4578669.0,0.2961559352728926,0.1415258451746566,0.3317558006486164,1384.0,5.355537219668005,805221.0,661.0,2.5578603215897298,1550.0,5.998447050069654
534,2020.0,14.0,270.0,823.0,1239.0,4578669.0,0.0589691021561069,0.1797465595350963,0.2706026576719129,203.0,0.7957810534715567,805221.0,612.0,2.424752593792856,924.0,3.652241257536143
535,2020.0,15.0,239.0,0.0,292.0,4578669.0,0.0521985756122576,0.0,0.0637739919614193,153.0,0.6080810323253477,805221.0,0.0,0.0,187.0,0.7437292250838762
536,2020.0,16.0,94.0,0.0,37.0,4578669.0,0.0205299837136076,0.0,0.0080809510362072,53.0,0.2080949992710817,805221.0,0.0,0.0,20.0,0.0785174001268182
537,2020.0,17.0,94.0,0.0,37.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
538,2022.0,1.0,,,,4578669.0,,,,,,805221.0,,,,
539,2022.0,2.0,,,,4578669.0,,,,,,805221.0,,,,
540,2022.0,3.0,,,,4578669.0,,,,,,805221.0,,,,
541,2022.0,4.0,,,,4578669.0,,,,,,805221.0,,,,
542,2022.0,5.0,,,,4578669.0,,,,,,805221.0,,,,
543,2022.0,6.0,,,,4578669.0,,,,,,805221.0,,,,
544,2022.0,7.0,,,,4578669.0,,,,,,805221.0,,,,
545,2022.0,8.0,,,,4578669.0,,,,,,805221.0,,,,
546,2022.0,9.0,,,,4578669.0,,,,,,805221.0,,,,
547,2022.0,10.0,,,,4578669.0,,,,,,805221.0,,,,
548,2022.0,11.0,,,,4578669.0,,,,,,805221.0,,,,
549,2022.0,12.0,,,,4578669.0,,,,,,805221.0,,,,
550,2022.0,13.0,,,,4578669.0,,,,,,805221.0,,,,
551,2022.0,14.0,,,,4578669.0,,,,,,805221.0,,,,
552,2022.0,15.0,,,,4578669.0,,,,,,805221.0,,,,
553,2022.0,16.0,,,,4578669.0,,,,,,805221.0,,,,
554,2022.0,17.0,,,,4578669.0,,,,,,805221.0,,,,
555,2022.0,18.0,,,,4578669.0,,,,,,805221.0,,,,
556,2022.0,19.0,,,,4578669.0,,,,,,805221.0,,,,
557,2022.0,20.0,,,,4578669.0,,,,,,805221.0,,,,
558,2022.0,21.0,,,,4578669.0,,,,,,805221.0,,,,
559,2022.0,22.0,,,,4578669.0,,,,,,805221.0,,,,
560,2022.0,23.0,,,,4578669.0,,,,,,805221.0,,,,
561,2022.0,24.0,,,,4578669.0,,,,,,805221.0,,,,
562,2022.0,25.0,,,,4578669.0,,,,,,805221.0,,,,
563,2022.0,26.0,,,,4578669.0,,,,,,805221.0,,,,
564,2022.0,27.0,,,,4578669.0,,,,,,805221.0,,,,
565,2022.0,28.0,,,,4578669.0,,,,,,805221.0,,,,
566,2022.0,29.0,,,,4578669.0,,,,,,805221.0,,,,
567,2022.0,30.0,,,,4578669.0,,,,,,805221.0,,,,
568,2022.0,31.0,,,,4578669.0,,,,,,805221.0,,,,
569,2022.0,32.0,,,,4578669.0,,,,,,805221.0,,,,
570,2022.0,33.0,,,,4578669.0,,,,,,805221.0,,,,
571,2022.0,34.0,,,,4578669.0,,,,,,805221.0,,,,
572,2022.0,35.0,,,,4578669.0,,,,,,805221.0,,,,
573,2022.0,36.0,,,,4578669.0,,,,,,805221.0,,,,
574,2022.0,37.0,,,,4578669.0,,,,,,805221.0,,,,
575,2022.0,38.0,,,,4578669.0,,,,,,805221.0,,,,
576,2022.0,39.0,,,,4578669.0,,,,,,805221.0,,,,
577,2022.0,40.0,0.0,0.0,0.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
578,2022.0,41.0,250.0,125.0,0.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
579,2022.0,42.0,0.0,0.0,430.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
580,2022.0,43.0,565.0,113.0,0.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
581,2022.0,44.0,372.0,0.0,186.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
582,2022.0,45.0,3722.0,0.0,1273.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
583,2022.0,46.0,10481.0,225.0,1803.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
584,2022.0,47.0,32467.0,1554.0,2257.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
585,2022.0,48.0,113905.0,2373.0,4353.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
586,2022.0,49.0,145455.0,5717.0,8622.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
587,2022.0,50.0,204841.0,18256.0,12361.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
588,2022.0,51.0,211383.0,12267.0,12565.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
589,2022.0,52.0,153840.0,22763.0,11391.0,4578669.0,0.0,0.0,0.0,0.0,0.0,805221.0,0.0,0.0,0.0,0.0
590,2023.0,1.0,71660.0,309.0,12589.0,54358793.0,0.2503886498559479,0.0010815924399824,0.0439896494942366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2023.0,2.0,74023.0,237.0,16367.0,54358793.0,0.1765308900934329,0.0005653511292023,0.0390334572490706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,2023.0,3.0,36031.0,727.0,22171.0,54361880.0,0.0915757190166234,0.0018483172645557,0.0563492063492063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2023.0,4.0,30100.0,352.0,37715.0,54361880.0,0.0709435678152476,0.0008307209346047,0.088891512218156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2023.0,5.0,16756.0,146.0,44370.0,54358849.0,0.0355662851969637,0.0003119849578681,0.0941804591564335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2023.0,6.0,15097.0,239.0,38667.0,54358849.0,0.0303331611570247,0.0004814787485242,0.0776859504132231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,2023.0,7.0,7860.0,410.0,52533.0,54367988.0,0.0158043015185872,0.0008245722531436,0.105631141345427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2023.0,8.0,2573.0,459.0,33805.0,54367814.0,0.0070394835549391,0.0012570506348105,0.0924662116954369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2023.0,9.0,2425.0,97.0,29270.0,54380016.0,0.0054724002324826,0.0002188960092993,0.0660386615641252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,2023.0,10.0,802.0,247.0,22991.0,54380016.0,0.0022786230105868,0.0007011147724882,0.0652562574493444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,2023.0,11.0,749.0,166.0,20600.0,54380016.0,0.0019062482581795,0.0004236107240399,0.0523605150214592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2023.0,12.0,797.0,199.0,15817.0,54372258.0,0.0022149509187012,0.0005537377296753,0.0439214699219733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2023.0,13.0,1045.0,110.0,13037.0,54372258.0,0.0032730404823428,0.0003445305770887,0.0408268733850129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2023.0,14.0,140.0,140.0,8734.0,54372258.0,0.0004524204494043,0.0004524204494043,0.0280500678630674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2023.0,15.0,262.0,131.0,6549.0,54372258.0,0.0008744602940372,0.0004372301470186,0.0218068535825545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2023.0,16.0,323.0,0.0,4161.0,54372258.0,0.0010449320794148,0.0,0.0134348410210479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,2023.0,17.0,132.0,66.0,4512.0,54372258.0,0.0004640102082245,0.0002320051041122,0.0158343483556638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2023.0,18.0,0.0,0.0,2735.0,54372258.0,0.0,0.0,0.011026102610261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,2023.0,19.0,84.0,84.0,2074.0,54372258.0,0.0003875968992248,0.0003875968992248,0.0095607235142118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2023.0,20.0,92.0,277.0,1585.0,54372258.0,0.000390015600624,0.001170046801872,0.0066859817249832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2023.0,21.0,73.0,147.0,1434.0,54372258.0,0.0003355986240456,0.0006711972480912,0.00654417316889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,2023.0,22.0,0.0,0.0,411.0,54372258.0,0.0,0.0,0.0020486555697823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,2023.0,23.0,0.0,160.0,373.0,54372258.0,0.0,0.0009372071227741,0.0021868166198063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2023.0,24.0,0.0,0.0,102.0,54372258.0,0.0,0.0,0.00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2023.0,25.0,0.0,0.0,135.0,54372258.0,0.0,0.0,0.0009030704394942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2023.0,26.0,0.0,0.0,0.0,54372258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2023.0,27.0,0.0,46.0,92.0,54408325.0,0.0,0.0003505082369435,0.0007010164738871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2023.0,28.0,0.0,0.0,72.0,54408325.0,0.0,0.0,0.0005844535359438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2023.0,29.0,0.0,0.0,83.0,54408325.0,0.0,0.0,0.000670915800067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2023.0,30.0,0.0,31.0,124.0,54408325.0,0.0,0.0002466699555994,0.0009866798223976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2023.0,31.0,0.0,0.0,84.0,54408325.0,0.0,0.0,0.0006555227794165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2023.0,32.0,0.0,0.0,84.0,54408325.0,0.0,0.0,0.0006218905472636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2023.0,33.0,0.0,75.0,37.0,54408325.0,0.0,0.0005252100840336,0.0002626050420168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2023.0,34.0,0.0,0.0,48.0,54408325.0,0.0,0.0,0.0003075030750307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2023.0,35.0,50.0,50.0,0.0,54408325.0,0.0002867794665901,0.0002867794665901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2023.0,36.0,0.0,0.0,201.0,54402925.0,0.0,0.0,0.000819224467504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,2023.0,37.0,0.0,0.0,97.0,54402925.0,0.0,0.0,0.0002442002442002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,2023.0,38.0,0.0,98.0,394.0,54402925.0,0.0,0.0002058036633052,0.0008232146532208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2023.0,39.0,303.0,0.0,303.0,54402925.0,0.0007072135785007,0.0,0.0007072135785007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,2023.0,40.0,0.0,0.0,282.0,54276830.0,0.0,0.0,0.0007060900264783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,2023.0,41.0,0.0,323.0,80.0,54249024.0,0.0,0.0008228759514503,0.0002057189878625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,2023.0,42.0,0.0,110.0,0.0,54249024.0,0.0,0.0002871088142405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,2023.0,43.0,118.0,236.0,202.0,54249024.0,0.0003188049369221,0.0006376098738443,0.0005465227490094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,2023.0,44.0,46.0,1426.0,173.0,54183852.0,0.0001374870600414,0.0042620988612836,0.0005175983436853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2023.0,45.0,38.0,2851.0,114.0,54183852.0,0.0001125550742345,0.008329075493354,0.0003332222592469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2023.0,46.0,164.0,6407.0,336.0,54097055.0,0.0004282655246252,0.0167023554603854,0.0008759976640062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2023.0,47.0,387.0,13766.0,268.0,54097055.0,0.0008765978492441,0.0311818377802576,0.0006087044739778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2023.0,48.0,798.0,34950.0,296.0,54097055.0,0.0015039675849202,0.0658275042938192,0.0005584363781412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,2023.0,49.0,0.0,56112.0,173.0,54097055.0,0.0,0.0953433539640436,0.0002947244326554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,2023.0,50.0,988.0,86886.0,436.0,54097055.0,0.0014842256461447,0.1304263286549697,0.0006555466530701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,2023.0,51.0,5156.0,101297.0,533.0,54097055.0,0.007439879370113,0.1461544723628779,0.000770218228498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,2023.0,52.0,3805.0,109096.0,223.0,54097055.0,0.0067319597631218,0.1929828465428275,0.0003961023528479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,2024.0,1.0,0.0,56535.0,284.0,54070728.0,0.0,0.21701795472287275,0.001092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,2024.0,2.0,68.0,89705.0,530.0,54437820.0,0.00014739786468512795,0.193533396331573,0.001145475372279496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,2024.0,3.0,75.0,79389.0,459.0,54743508.0,0.00017219348874708088,0.1801143892294466,0.0010421189752496743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,2024.0,4.0,4259.0,76572.0,827.0,54743508.0,0.009460904617751589,0.17006552934836394,0.001837109614206981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
