,Все
1309,489063.4037758092
1310,489063.41155734553
1311,489063.4191924391
1312,489063.42668384593
1313,489063.43403427
1314,489063.4412463645
1315,489063.4483227327
1316,489063.4552659289
1317,489063.4620784592
1318,489063.46876278275
1319,489063.47532131226
1320,489063.4817564151
1321,489063.48807041405
1322,489063.4942655882
1323,489063.50034417363
1324,489063.5063083646
1325,489063.5121603139
1326,489063.51790213375
1327,489063.5235358968
1328,489063.52906363655
1329,489063.5344873483
1330,489063.53980898974
1331,489063.54503048176
1332,489063.55015370913
1333,489063.5551805211
1334,489063.5601127322
1335,489063.56495212263
1336,489063.5697004393
1337,489063.57435939607
1338,489063.57893067464
1339,489063.5834159251
1340,489063.5878167664
1341,489063.5921347871
1342,489063.5963715458
1343,489063.60052857175
1344,489063.6046073655
1345,489063.6086093993
1346,489063.6125361177
1347,489063.61638893816
1348,489063.62016925134
1349,489063.6238784217
1350,489063.62751778826
1351,489063.6310886645
1352,489063.6345923395
1353,489063.63803007785
1354,489063.6414031204
1355,489063.6447126848
1356,489063.6479599656
1357,489063.6511461349
1358,489063.65427234274
1359,489063.65733971767
1360,489063.6603493668
1361,489063.66330237646
1362,489063.66619981267
1363,489063.6690427212
1364,489063.67183212825
